win_idx,label,acc_v,acc_m,acc_u,acc_mv,acc_ds_eq,acc_ds_static,P_v,P_m,P_u
433,0,1.0,1.0,1.0,1.0,1.0,1.0,6.5412587e-07,0.003856695674263932,0.11792343887532578
434,0,1.0,1.0,1.0,1.0,1.0,1.0,6.3716765e-10,0.0038135188471974486,0.10887017390725996
435,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,5.218606e-13,0.003206676611066633,0.12305093496410464
436,0,1.0,1.0,1.0,1.0,1.0,1.0,4.557235e-11,0.004407875102189333,0.12677900674737413
437,0,1.0,1.0,1.0,1.0,1.0,1.0,2.1159445e-13,0.00584325066964231,0.11082078313001999
438,0,1.0,1.0,1.0,1.0,1.0,1.0,1.6268564e-06,0.004164809771536195,0.10100879473960421
439,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,5.2143158e-05,0.003447325722985269,0.13982835951858233
440,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,5.7134133e-07,0.003518237258152238,0.13886660940626808
441,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,8.2965766e-11,0.004077311620146701,0.13524221350596538
442,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0813102e-08,0.005647605515957913,0.13083501042650833
443,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,1.6388322e-08,0.005279816584285992,0.13283209397743415
444,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,0.000109375,0.004871545583998341,0.13857215692300442
445,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,3.186392e-06,0.003933660995729854,0.14522317312800131
446,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,4.976069e-09,0.004132690632123601,0.10349634383973132
447,0,1.0,1.0,1.0,1.0,1.0,1.0,0.00042907018,0.004189696039914003,0.1342018732542089
448,0,1.0,1.0,1.0,1.0,1.0,1.0,0.22879101,0.003883233654901067,0.15760085994068984
449,0,1.0,1.0,1.0,1.0,1.0,1.0,6.394881e-14,0.004022011997745654,0.12345311587291694
450,0,1.0,1.0,1.0,1.0,1.0,1.0,3.967782e-17,0.004056908778768683,0.11039693537730695
451,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,3.0540646e-09,0.003378925576677608,0.11588886288667212
452,0,1.0,1.0,1.0,1.0,1.0,1.0,7.1884006e-06,0.003426179885940173,0.1318991653651885
453,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,2.7747212e-14,0.004757647282780405,0.135134718531535
454,0,0.0,1.0,1.0,1.0,0.0,0.0,0.6484307,0.004136609287147981,0.1107333643311311
455,0,1.0,1.0,1.0,1.0,1.0,1.0,2.8705172e-09,0.0033648678168545225,0.1283413502504149
456,0,1.0,1.0,0.95,1.0,1.0,1.0,6.051154e-05,0.003976010379405335,0.16950156173944944
457,0,1.0,1.0,1.0,1.0,1.0,1.0,7.1695883e-12,0.0035426704208010077,0.11238705762101414
458,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,9.288561e-06,0.0044831166961281635,0.1454140705106199
459,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,2.3028792e-06,0.003970697158037309,0.13727001878131612
460,0,1.0,1.0,1.0,1.0,1.0,1.0,3.6279187e-06,0.004975631276287904,0.15340704697235788
461,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,4.065501e-06,0.003477253095230935,0.13334442484214976
