win_idx,label,acc_v,acc_m,acc_u,acc_fused,P_v,P_m,P_u,brightness,multipath_p,emi,w_v,w_m,w_u
477,1,1.0,1.0,1.0,1.0,1.0,0.7844076146465409,0.9268746506802796,0.6656344376831191,0.0,20,0.9990747459852162,0.0066928509242848554,0.9890130573694068
478,1,1.0,1.0,1.0,1.0,1.0,0.7844078749230218,0.9270830737174964,0.415833081950729,0.0,20,0.9622211987687119,0.0066928509242848554,0.9890130573694068
479,1,1.0,1.0,1.0,1.0,1.0,0.7844077131169082,0.9269479705628444,0.6040383813099708,0.0,20,0.9976723731729266,0.0066928509242848554,0.9890130573694068
480,1,1.0,1.0,1.0,1.0,1.0,0.7844078761940296,0.9269714580599845,0.5283645611432123,0.0,20,0.9927929929164196,0.0066928509242848554,0.9890130573694068
481,1,1.0,1.0,1.0,1.0,1.0,0.7844078760471831,0.9269079836979419,0.630702299285187,0.0,20,0.9984384825827647,0.0066928509242848554,0.9890130573694068
482,1,1.0,1.0,1.0,1.0,1.0,0.7844078762851657,0.9269810646718621,0.6230632739851353,0.0,20,0.9982492331919136,0.0066928509242848554,0.9890130573694068
483,1,0.0,1.0,1.0,1.0,0.3045846,0.78440787628188,0.9268679326875506,0.4770268391044361,0.0,20,0.984562573273399,0.0066928509242848554,0.9890130573694068
484,1,1.0,1.0,1.0,1.0,1.0,0.7844078315262363,0.9271441656381206,0.6453006202480992,0.0,20,0.9987451822165977,0.0066928509242848554,0.9890130573694068
485,1,1.0,1.0,1.0,1.0,1.0,0.7844078106869037,0.9270385041706033,0.5827426081543728,0.0,20,0.9967991698663818,0.0066928509242848554,0.9890130573694068
486,1,1.0,1.0,1.0,1.0,0.9999999,0.7844064275377503,0.9269831940966282,0.7196382428940569,0.0,20,0.9995882052543683,0.0066928509242848554,0.9890130573694068
487,1,1.0,1.0,1.0,1.0,0.99999976,0.784407778311548,0.9270539306866854,0.26646679316888044,0.0,20,0.7304687077242208,0.0066928509242848554,0.9890130573694068
488,1,1.0,1.0,1.0,1.0,0.9999931,0.7844078709380786,0.9268416628267443,0.2648944545138317,0.0,20,0.72580001792258,0.0066928509242848554,0.9890130573694068
489,1,1.0,1.0,1.0,1.0,0.9995183,0.7844078370786046,0.9269915332491975,0.33495124825886635,0.0,20,0.8833216833652696,0.0066928509242848554,0.9890130573694068
490,1,1.0,1.0,1.0,1.0,1.0,0.7844078759220395,0.9269061572905966,0.31142777524446474,0.0,20,0.8417646031492141,0.0066928509242848554,0.9890130573694068
491,1,1.0,1.0,1.0,1.0,0.9999999,0.7844074216047038,0.926891907716317,0.6723733660130718,0.0,20,0.99916362812065,0.0066928509242848554,0.9890130573694068
492,1,1.0,1.0,1.0,1.0,1.0,0.7844078724567422,0.9269151894572828,0.8388695012888876,0.0,20,0.9999311177066819,0.0066928509242848554,0.9890130573694068
493,1,1.0,1.0,1.0,1.0,0.99999917,0.7844078262927975,0.927083284766613,0.33942281137807234,0.0,20,0.8900588313259455,0.0066928509242848554,0.9890130573694068
494,1,1.0,1.0,1.0,1.0,1.0,0.7844055691305144,0.9270640981510838,0.33560203340595496,0.0,20,0.8843240173319643,0.0066928509242848554,0.9890130573694068
495,1,1.0,1.0,1.0,1.0,0.9994229,0.7844057757477116,0.9268772781851997,0.43215404552625647,0.0,20,0.9701802421767124,0.0066928509242848554,0.9890130573694068
496,1,1.0,1.0,1.0,1.0,1.0,0.7844066701516947,0.9270765211994495,0.6191019438078262,0.0,20,0.998142248950371,0.0066928509242848554,0.9890130573694068
497,1,1.0,1.0,1.0,1.0,0.9999987,0.7844078614723599,0.9269736780851425,0.2666363061353574,0.0,20,0.730969030567451,0.0066928509242848554,0.9890130573694068
498,1,1.0,1.0,1.0,1.0,1.0,0.7844078052246739,0.9270742126624592,0.632122285473329,0.0,20,0.9984713405607247,0.0066928509242848554,0.9890130573694068
499,1,1.0,1.0,1.0,1.0,0.9999999,0.7843980391379652,0.9271148278266743,0.6402554326573935,0.0,20,0.9986466682151358,0.0066928509242848554,0.9890130573694068
500,1,1.0,1.0,1.0,1.0,1.0,0.7844078474693489,0.9268324877915092,0.34850073954551564,0.0,20,0.9026929564737356,0.0066928509242848554,0.9890130573694068
501,1,1.0,1.0,1.0,1.0,1.0,0.7844075344985761,0.9268236523204857,0.6830718954248366,0.0,20,0.9992875431023576,0.0066928509242848554,0.9890130573694068
502,1,1.0,1.0,1.0,1.0,0.99999547,0.7844066331288398,0.9269792579237728,0.466260888789049,0.0,20,0.9819059670017102,0.0066928509242848554,0.9890130573694068
503,1,1.0,1.0,1.0,1.0,1.0,0.7844078372099919,0.9270825617464958,0.3948807329199486,0.0,20,0.94898198423287,0.0066928509242848554,0.9890130573694068
504,1,1.0,1.0,1.0,1.0,0.9999839,0.7844038375480495,0.9268344776981797,0.4008103512407673,0.0,20,0.9531202502200474,0.0066928509242848554,0.9890130573694068
505,1,1.0,1.0,1.0,1.0,0.99999905,0.7844073949449145,0.9271665184034741,0.4790563537242854,0.0,20,0.9850185146054938,0.0066928509242848554,0.9890130573694068
506,1,1.0,1.0,1.0,1.0,1.0,0.7844041190326121,0.9270129979651043,0.48213835593974746,0.0,20,0.9856856553519407,0.0066928509242848554,0.9890130573694068
507,1,1.0,1.0,1.0,1.0,1.0,0.7843882264210282,0.9269484343406625,0.6560530982418807,0.0,20,0.9989318906476191,0.0066928509242848554,0.9890130573694068
508,1,1.0,1.0,1.0,1.0,1.0,0.7844071802852794,0.926946540885524,0.6481957488877904,0.0,20,0.9987984447396246,0.0066928509242848554,0.9890130573694068
509,1,1.0,1.0,1.0,1.0,1.0,0.7843974399859911,0.9269971911233277,0.566976458460216,0.0,20,0.9959486553897888,0.0066928509242848554,0.9890130573694068
510,1,1.0,1.0,1.0,1.0,1.0,0.784407644915108,0.9270566452244234,0.38979779411764703,0.0,20,0.9451616866659764,0.0066928509242848554,0.9890130573694068
511,1,1.0,1.0,1.0,1.0,0.9999995,0.7841277609701827,0.9268429727512492,0.6956531888117565,0.0,20,0.999409999991291,0.0066928509242848554,0.9890130573694068
512,1,1.0,1.0,1.0,1.0,1.0,0.7844078757900007,0.9269479777335174,0.3934994774784349,0.0,20,0.9479694959816954,0.0066928509242848554,0.9890130573694068
513,1,1.0,1.0,1.0,1.0,0.9999957,0.7843940997451021,0.926981839197224,0.24725193107546048,0.0,20,0.6701312998441921,0.0066928509242848554,0.9890130573694068
514,1,1.0,1.0,1.0,1.0,1.0,0.7844031979443994,0.926922888649139,0.4854715117543653,0.0,20,0.9863742260059309,0.0066928509242848554,0.9890130573694068
515,1,1.0,1.0,1.0,1.0,1.0,0.7844010436671814,0.9270929302319076,0.401432688175445,0.0,20,0.9535355995630964,0.0066928509242848554,0.9890130573694068
516,1,1.0,1.0,1.0,1.0,0.99970967,0.7844075164563481,0.9270960567296775,0.5690455161043397,0.0,20,0.9960719749122376,0.0066928509242848554,0.9890130573694068
517,1,1.0,1.0,1.0,1.0,1.0,0.7844075695601787,0.9269879863262261,0.36739363272190595,0.0,20,0.9249027384863616,0.0066928509242848554,0.9890130573694068
518,1,1.0,1.0,1.0,1.0,0.998577,0.7843874720292988,0.9268831768836581,0.5846104795889587,0.0,20,0.9968873309869304,0.0066928509242848554,0.9890130573694068
519,1,1.0,1.0,1.0,1.0,1.0,0.784407869335268,0.9270516430272692,0.6270401889779053,0.0,20,0.9983504516322289,0.0066928509242848554,0.9890130573694068
520,1,1.0,1.0,1.0,1.0,1.0,0.7844078452434745,0.9267422664976411,0.5545684667309547,0.0,20,0.9951239265371274,0.0066928509242848554,0.9890130573694068
521,1,1.0,1.0,1.0,1.0,0.9974637,0.7844064603609007,0.9268722004772659,0.46525607022196963,0.0,20,0.981636229157982,0.0066928509242848554,0.9890130573694068
522,1,1.0,1.0,1.0,1.0,1.0,0.7844078409389729,0.9268071030980614,0.6854591945710746,0.0,20,0.9993125871965041,0.0066928509242848554,0.9890130573694068
